"region","region_cd","g1u14","g2o15","g3o65","total","BJD_CD","EMD_CD"
"강원도 평창군 봉평면","4276034000",509,3735,1482,5725,"4276034024","42760340"
"강원도 평창군 봉평면","4276034000",509,3735,1482,5725,"4276034025","42760340"
"강원도 평창군 봉평면","4276034000",509,3735,1482,5725,"4276034026","42760340"
"강원도 평창군 봉평면","4276034000",509,3735,1482,5725,"4276034027","42760340"
"강원도 평창군 봉평면","4276034000",509,3735,1482,5725,"4276034028","42760340"
"강원도 평창군 봉평면","4276034000",509,3735,1482,5725,"4276034029","42760340"
"강원도 평창군 용평면","4276035000",212,1970,915,3096,"4276035000","42760350"
"강원도 평창군 용평면","4276035000",212,1970,915,3096,"4276035021","42760350"
"강원도 평창군 용평면","4276035000",212,1970,915,3096,"4276035022","42760350"
"강원도 평창군 용평면","4276035000",212,1970,915,3096,"4276035023","42760350"
"강원도 평창군 용평면","4276035000",212,1970,915,3096,"4276035024","42760350"
"강원도 평창군 용평면","4276035000",212,1970,915,3096,"4276035025","42760350"
"강원도 평창군 용평면","4276035000",212,1970,915,3096,"4276035026","42760350"
"강원도 평창군 용평면","4276035000",212,1970,915,3096,"4276035027","42760350"
"강원도 평창군 용평면","4276035000",212,1970,915,3096,"4276035028","42760350"
"강원도 평창군 진부면","4276036000",730,5577,2476,8766,"4276036000","42760360"
"강원도 평창군 진부면","4276036000",730,5577,2476,8766,"4276036021","42760360"
"강원도 평창군 진부면","4276036000",730,5577,2476,8766,"4276036022","42760360"
"강원도 평창군 진부면","4276036000",730,5577,2476,8766,"4276036023","42760360"
"강원도 평창군 진부면","4276036000",730,5577,2476,8766,"4276036024","42760360"
"강원도 평창군 진부면","4276036000",730,5577,2476,8766,"4276036025","42760360"
"강원도 평창군 진부면","4276036000",730,5577,2476,8766,"4276036026","42760360"
"강원도 평창군 진부면","4276036000",730,5577,2476,8766,"4276036027","42760360"
"강원도 평창군 진부면","4276036000",730,5577,2476,8766,"4276036028","42760360"
"강원도 평창군 진부면","4276036000",730,5577,2476,8766,"4276036029","42760360"
"강원도 평창군 진부면","4276036000",730,5577,2476,8766,"4276036030","42760360"
"강원도 평창군 진부면","4276036000",730,5577,2476,8766,"4276036031","42760360"
"강원도 평창군 진부면","4276036000",730,5577,2476,8766,"4276036032","42760360"
"강원도 평창군 진부면","4276036000",730,5577,2476,8766,"4276036033","42760360"
"강원도 평창군 진부면","4276036000",730,5577,2476,8766,"4276036034","42760360"
"강원도 평창군 진부면","4276036000",730,5577,2476,8766,"4276036035","42760360"
"강원도 평창군 진부면","4276036000",730,5577,2476,8766,"4276036036","42760360"
"강원도 평창군 진부면","4276036000",730,5577,2476,8766,"4276036037","42760360"
"강원도 평창군 진부면","4276036000",730,5577,2476,8766,"4276036038","42760360"
"강원도 평창군 대관령면","4276038000",466,4063,1458,5980,"4276038000","42760380"
"강원도 평창군 대관령면","4276038000",466,4063,1458,5980,"4276038021","42760380"
"강원도 평창군 대관령면","4276038000",466,4063,1458,5980,"4276038022","42760380"
"강원도 평창군 대관령면","4276038000",466,4063,1458,5980,"4276038023","42760380"
"강원도 평창군 대관령면","4276038000",466,4063,1458,5980,"4276038024","42760380"
"강원도 평창군 대관령면","4276038000",466,4063,1458,5980,"4276038025","42760380"
"강원도 평창군 대관령면","4276038000",466,4063,1458,5980,"4276038026","42760380"
"강원도 정선군","4277000000",2976,23669,10292,36887,"4277000000","42770000"
"강원도 정선군 정선읍","4277025000",1126,7156,2479,10746,"4277025000","42770250"
"강원도 정선군 정선읍","4277025000",1126,7156,2479,10746,"4277025021","42770250"
"강원도 정선군 정선읍","4277025000",1126,7156,2479,10746,"4277025022","42770250"
"강원도 정선군 정선읍","4277025000",1126,7156,2479,10746,"4277025023","42770250"
"강원도 정선군 정선읍","4277025000",1126,7156,2479,10746,"4277025024","42770250"
"강원도 정선군 정선읍","4277025000",1126,7156,2479,10746,"4277025025","42770250"
"강원도 정선군 정선읍","4277025000",1126,7156,2479,10746,"4277025026","42770250"
"강원도 정선군 정선읍","4277025000",1126,7156,2479,10746,"4277025027","42770250"
"강원도 정선군 정선읍","4277025000",1126,7156,2479,10746,"4277025028","42770250"
"강원도 정선군 정선읍","4277025000",1126,7156,2479,10746,"4277025029","42770250"
"강원도 정선군 정선읍","4277025000",1126,7156,2479,10746,"4277025030","42770250"
"강원도 정선군 정선읍","4277025000",1126,7156,2479,10746,"4277025031","42770250"
"강원도 정선군 정선읍","4277025000",1126,7156,2479,10746,"4277025032","42770250"
"강원도 정선군 고한읍","4277025300",378,3147,1205,4721,"4277025300","42770253"
"강원도 정선군 고한읍","4277025300",378,3147,1205,4721,"4277025321","42770253"
"강원도 정선군 사북읍","4277025600",491,3292,1043,4820,"4277025600","42770256"
"강원도 정선군 사북읍","4277025600",491,3292,1043,4820,"4277025621","42770256"
"강원도 정선군 사북읍","4277025600",491,3292,1043,4820,"4277025622","42770256"
"강원도 정선군 신동읍","4277025900",216,2106,1198,3509,"4277025900","42770259"
"강원도 정선군 신동읍","4277025900",216,2106,1198,3509,"4277025921","42770259"
"강원도 정선군 신동읍","4277025900",216,2106,1198,3509,"4277025922","42770259"
"강원도 정선군 신동읍","4277025900",216,2106,1198,3509,"4277025923","42770259"
"강원도 정선군 신동읍","4277025900",216,2106,1198,3509,"4277025924","42770259"
"강원도 정선군 신동읍","4277025900",216,2106,1198,3509,"4277025925","42770259"
"강원도 정선군 신동읍","4277025900",216,2106,1198,3509,"4277025926","42770259"
"강원도 정선군 신동읍","4277025900",216,2106,1198,3509,"4277025927","42770259"
"강원도 정선군 신동읍","4277025900",216,2106,1198,3509,"4277025928","42770259"
"강원도 정선군 남면","4277032000",249,2157,893,3297,"4277032000","42770320"
"강원도 정선군 남면","4277032000",249,2157,893,3297,"4277032021","42770320"
"강원도 정선군 남면","4277032000",249,2157,893,3297,"4277032022","42770320"
"강원도 정선군 남면","4277032000",249,2157,893,3297,"4277032023","42770320"
"강원도 정선군 남면","4277032000",249,2157,893,3297,"4277032024","42770320"
"강원도 정선군 남면","4277032000",249,2157,893,3297,"4277032025","42770320"
"강원도 정선군 북평면","4277034000",186,1515,860,2559,"4277034000","42770340"
"강원도 정선군 북평면","4277034000",186,1515,860,2559,"4277034021","42770340"
"강원도 정선군 북평면","4277034000",186,1515,860,2559,"4277034022","42770340"
"강원도 정선군 북평면","4277034000",186,1515,860,2559,"4277034023","42770340"
"강원도 정선군 북평면","4277034000",186,1515,860,2559,"4277034024","42770340"
"강원도 정선군 북평면","4277034000",186,1515,860,2559,"4277034025","42770340"
"강원도 정선군 북평면","4277034000",186,1515,860,2559,"4277034026","42770340"
"강원도 정선군 임계면","4277035000",168,2069,1297,3531,"4277035000","42770350"
"강원도 정선군 임계면","4277035000",168,2069,1297,3531,"4277035021","42770350"
"강원도 정선군 임계면","4277035000",168,2069,1297,3531,"4277035022","42770350"
"강원도 정선군 임계면","4277035000",168,2069,1297,3531,"4277035023","42770350"
"강원도 정선군 임계면","4277035000",168,2069,1297,3531,"4277035024","42770350"
"강원도 정선군 임계면","4277035000",168,2069,1297,3531,"4277035025","42770350"
"강원도 정선군 임계면","4277035000",168,2069,1297,3531,"4277035026","42770350"
"강원도 정선군 임계면","4277035000",168,2069,1297,3531,"4277035027","42770350"
"강원도 정선군 임계면","4277035000",168,2069,1297,3531,"4277035028","42770350"
"강원도 정선군 임계면","4277035000",168,2069,1297,3531,"4277035030","42770350"
"강원도 정선군 임계면","4277035000",168,2069,1297,3531,"4277035031","42770350"
"강원도 정선군 임계면","4277035000",168,2069,1297,3531,"4277035032","42770350"
"강원도 정선군 임계면","4277035000",168,2069,1297,3531,"4277035034","42770350"
"강원도 정선군 화암면","4277036000",80,1046,558,1683,"4277036000","42770360"
"강원도 정선군 화암면","4277036000",80,1046,558,1683,"4277036021","42770360"
"강원도 정선군 화암면","4277036000",80,1046,558,1683,"4277036022","42770360"
"강원도 정선군 화암면","4277036000",80,1046,558,1683,"4277036023","42770360"
"강원도 정선군 화암면","4277036000",80,1046,558,1683,"4277036024","42770360"
"강원도 정선군 화암면","4277036000",80,1046,558,1683,"4277036025","42770360"
"강원도 정선군 화암면","4277036000",80,1046,558,1683,"4277036026","42770360"
"강원도 정선군 화암면","4277036000",80,1046,558,1683,"4277036027","42770360"
"강원도 정선군 여량면","4277037000",82,1181,759,2021,"4277037000","42770370"
"강원도 정선군 여량면","4277037000",82,1181,759,2021,"4277037021","42770370"
"강원도 정선군 여량면","4277037000",82,1181,759,2021,"4277037022","42770370"
"강원도 정선군 여량면","4277037000",82,1181,759,2021,"4277037023","42770370"
"강원도 정선군 여량면","4277037000",82,1181,759,2021,"4277037024","42770370"
"강원도 정선군 여량면","4277037000",82,1181,759,2021,"4277037025","42770370"
"강원도 정선군 여량면","4277037000",82,1181,759,2021,"4277037026","42770370"
"강원도 철원군","4278000000",5134,29404,10168,44663,"4278000000","42780000"
"강원도 철원군 철원읍","4278025000",631,3530,1252,5411,"4278025000","42780250"
"강원도 철원군 철원읍","4278025000",631,3530,1252,5411,"4278025021","42780250"
"강원도 철원군 철원읍","4278025000",631,3530,1252,5411,"4278025022","42780250"
"강원도 철원군 철원읍","4278025000",631,3530,1252,5411,"4278025023","42780250"
"강원도 철원군 철원읍","4278025000",631,3530,1252,5411,"4278025024","42780250"
"강원도 철원군 철원읍","4278025000",631,3530,1252,5411,"4278025025","42780250"
"강원도 철원군 철원읍","4278025000",631,3530,1252,5411,"4278025026","42780250"
"강원도 철원군 철원읍","4278025000",631,3530,1252,5411,"4278025027","42780250"
"강원도 철원군 철원읍","4278025000",631,3530,1252,5411,"4278025028","42780250"
"강원도 철원군 철원읍","4278025000",631,3530,1252,5411,"4278025029","42780250"
"강원도 철원군 철원읍","4278025000",631,3530,1252,5411,"4278025030","42780250"
"강원도 철원군 철원읍","4278025000",631,3530,1252,5411,"4278025031","42780250"
"강원도 철원군 철원읍","4278025000",631,3530,1252,5411,"4278025032","42780250"
"강원도 철원군 철원읍","4278025000",631,3530,1252,5411,"4278025033","42780250"
"강원도 철원군 철원읍","4278025000",631,3530,1252,5411,"4278025034","42780250"
"강원도 철원군 철원읍","4278025000",631,3530,1252,5411,"4278025035","42780250"
"강원도 철원군 김화읍","4278025300",499,2310,791,3598,"4278025300","42780253"
"강원도 철원군 김화읍","4278025300",499,2310,791,3598,"4278025321","42780253"
"강원도 철원군 김화읍","4278025300",499,2310,791,3598,"4278025322","42780253"
"강원도 철원군 김화읍","4278025300",499,2310,791,3598,"4278025323","42780253"
"강원도 철원군 김화읍","4278025300",499,2310,791,3598,"4278025324","42780253"
"강원도 철원군 김화읍","4278025300",499,2310,791,3598,"4278025325","42780253"
"강원도 철원군 김화읍","4278025300",499,2310,791,3598,"4278025326","42780253"
"강원도 철원군 김화읍","4278025300",499,2310,791,3598,"4278025327","42780253"
"강원도 철원군 김화읍","4278025300",499,2310,791,3598,"4278025328","42780253"
"강원도 철원군 김화읍","4278025300",499,2310,791,3598,"4278025329","42780253"
"강원도 철원군 갈말읍","4278025600",1251,8081,2657,11979,"4278025600","42780256"
"강원도 철원군 갈말읍","4278025600",1251,8081,2657,11979,"4278025621","42780256"
"강원도 철원군 갈말읍","4278025600",1251,8081,2657,11979,"4278025622","42780256"
"강원도 철원군 갈말읍","4278025600",1251,8081,2657,11979,"4278025623","42780256"
"강원도 철원군 갈말읍","4278025600",1251,8081,2657,11979,"4278025624","42780256"
"강원도 철원군 갈말읍","4278025600",1251,8081,2657,11979,"4278025625","42780256"
"강원도 철원군 갈말읍","4278025600",1251,8081,2657,11979,"4278025626","42780256"
"강원도 철원군 갈말읍","4278025600",1251,8081,2657,11979,"4278025627","42780256"
"강원도 철원군 갈말읍","4278025600",1251,8081,2657,11979,"4278025628","42780256"
"강원도 철원군 갈말읍","4278025600",1251,8081,2657,11979,"4278025629","42780256"
"강원도 철원군 갈말읍","4278025600",1251,8081,2657,11979,"4278025630","42780256"
"강원도 철원군 갈말읍","4278025600",1251,8081,2657,11979,"4278025631","42780256"
"강원도 철원군 동송읍","4278025900",1883,10184,3425,15473,"4278025900","42780259"
"강원도 철원군 동송읍","4278025900",1883,10184,3425,15473,"4278025921","42780259"
"강원도 철원군 동송읍","4278025900",1883,10184,3425,15473,"4278025922","42780259"
"강원도 철원군 동송읍","4278025900",1883,10184,3425,15473,"4278025923","42780259"
"강원도 철원군 동송읍","4278025900",1883,10184,3425,15473,"4278025924","42780259"
"강원도 철원군 동송읍","4278025900",1883,10184,3425,15473,"4278025925","42780259"
"강원도 철원군 동송읍","4278025900",1883,10184,3425,15473,"4278025926","42780259"
"강원도 철원군 동송읍","4278025900",1883,10184,3425,15473,"4278025927","42780259"
"강원도 철원군 동송읍","4278025900",1883,10184,3425,15473,"4278025928","42780259"
"강원도 철원군 동송읍","4278025900",1883,10184,3425,15473,"4278025929","42780259"
"강원도 철원군 동송읍","4278025900",1883,10184,3425,15473,"4278025930","42780259"
"강원도 철원군 동송읍","4278025900",1883,10184,3425,15473,"4278025931","42780259"
"강원도 철원군 동송읍","4278025900",1883,10184,3425,15473,"4278025932","42780259"
"강원도 철원군 서면","4278031000",614,3851,1353,5809,"4278031000","42780310"
"강원도 철원군 서면","4278031000",614,3851,1353,5809,"4278031021","42780310"
"강원도 철원군 서면","4278031000",614,3851,1353,5809,"4278031022","42780310"
"강원도 철원군 근남면","4278032000",254,1410,621,2284,"4278032000","42780320"
"강원도 철원군 근남면","4278032000",254,1410,621,2284,"4278032021","42780320"
"강원도 철원군 근남면","4278032000",254,1410,621,2284,"4278032022","42780320"
"강원도 철원군 근남면","4278032000",254,1410,621,2284,"4278032023","42780320"
"강원도 철원군 근남면","4278032000",254,1410,621,2284,"4278032024","42780320"
"강원도 철원군 근남면","4278032000",254,1410,621,2284,"4278032025","42780320"
"강원도 철원군 근남면","4278032000",254,1410,621,2284,"4278032026","42780320"
"강원도 철원군 근북면","4278033000",2,38,69,109,"4278033000","42780330"
"강원도 철원군 근북면","4278033000",2,38,69,109,"4278033021","42780330"
"강원도 철원군 근북면","4278033000",2,38,69,109,"4278033022","42780330"
"강원도 철원군 근북면","4278033000",2,38,69,109,"4278033023","42780330"
"강원도 철원군 근북면","4278033000",2,38,69,109,"4278033024","42780330"
"강원도 화천군","4279000000",2649,16626,5593,24853,"4279000000","42790000"
"강원도 화천군 화천읍","4279025000",1103,5730,1611,8441,"4279025000","42790250"
"강원도 화천군 화천읍","4279025000",1103,5730,1611,8441,"4279025021","42790250"
"강원도 화천군 화천읍","4279025000",1103,5730,1611,8441,"4279025022","42790250"
"강원도 화천군 화천읍","4279025000",1103,5730,1611,8441,"4279025023","42790250"
"강원도 화천군 화천읍","4279025000",1103,5730,1611,8441,"4279025024","42790250"
"강원도 화천군 화천읍","4279025000",1103,5730,1611,8441,"4279025025","42790250"
"강원도 화천군 화천읍","4279025000",1103,5730,1611,8441,"4279025026","42790250"
"강원도 화천군 화천읍","4279025000",1103,5730,1611,8441,"4279025027","42790250"
"강원도 화천군 화천읍","4279025000",1103,5730,1611,8441,"4279025028","42790250"
"강원도 화천군 간동면","4279031000",106,1681,934,2720,"4279031000","42790310"
"강원도 화천군 간동면","4279031000",106,1681,934,2720,"4279031021","42790310"
"강원도 화천군 간동면","4279031000",106,1681,934,2720,"4279031022","42790310"
"강원도 화천군 간동면","4279031000",106,1681,934,2720,"4279031023","42790310"
"강원도 화천군 간동면","4279031000",106,1681,934,2720,"4279031024","42790310"
"강원도 화천군 간동면","4279031000",106,1681,934,2720,"4279031025","42790310"
"강원도 화천군 간동면","4279031000",106,1681,934,2720,"4279031026","42790310"
"강원도 화천군 간동면","4279031000",106,1681,934,2720,"4279031027","42790310"
"강원도 화천군 하남면","4279032000",240,1892,767,2894,"4279032000","42790320"
"강원도 화천군 하남면","4279032000",240,1892,767,2894,"4279032021","42790320"
"강원도 화천군 하남면","4279032000",240,1892,767,2894,"4279032022","42790320"
"강원도 화천군 하남면","4279032000",240,1892,767,2894,"4279032023","42790320"
"강원도 화천군 하남면","4279032000",240,1892,767,2894,"4279032024","42790320"
"강원도 화천군 하남면","4279032000",240,1892,767,2894,"4279032025","42790320"
"강원도 화천군 하남면","4279032000",240,1892,767,2894,"4279032026","42790320"
"강원도 화천군 하남면","4279032000",240,1892,767,2894,"4279032027","42790320"
"강원도 화천군 하남면","4279032000",240,1892,767,2894,"4279032028","42790320"
"강원도 화천군 하남면","4279032000",240,1892,767,2894,"4279032029","42790320"
"강원도 화천군 상서면","4279033000",355,3010,950,4313,"4279033000","42790330"
"강원도 화천군 상서면","4279033000",355,3010,950,4313,"4279033021","42790330"
"강원도 화천군 상서면","4279033000",355,3010,950,4313,"4279033022","42790330"
"강원도 화천군 상서면","4279033000",355,3010,950,4313,"4279033023","42790330"
"강원도 화천군 상서면","4279033000",355,3010,950,4313,"4279033024","42790330"
"강원도 화천군 상서면","4279033000",355,3010,950,4313,"4279033025","42790330"
"강원도 화천군 상서면","4279033000",355,3010,950,4313,"4279033026","42790330"
"강원도 화천군 상서면","4279033000",355,3010,950,4313,"4279033027","42790330"
"강원도 화천군 상서면","4279033000",355,3010,950,4313,"4279033028","42790330"
"강원도 화천군 상서면","4279033000",355,3010,950,4313,"4279033029","42790330"
"강원도 화천군 상서면","4279033000",355,3010,950,4313,"4279033030","42790330"
"강원도 화천군 상서면","4279033000",355,3010,950,4313,"4279033031","42790330"
"강원도 화천군 사내면","4279034000",845,4313,1331,6485,"4279034000","42790340"
"강원도 화천군 사내면","4279034000",845,4313,1331,6485,"4279034021","42790340"
"강원도 화천군 사내면","4279034000",845,4313,1331,6485,"4279034022","42790340"
"강원도 화천군 사내면","4279034000",845,4313,1331,6485,"4279034023","42790340"
"강원도 화천군 사내면","4279034000",845,4313,1331,6485,"4279034024","42790340"
"강원도 화천군 사내면","4279034000",845,4313,1331,6485,"4279034025","42790340"
"강원도 양구군","4280000000",2571,15091,4688,22336,"4280000000","42800000"
"강원도 양구군 양구읍","4280025000",2138,9824,2311,14262,"4280025000","42800250"
"강원도 양구군 양구읍","4280025000",2138,9824,2311,14262,"4280025021","42800250"
"강원도 양구군 양구읍","4280025000",2138,9824,2311,14262,"4280025022","42800250"
"강원도 양구군 양구읍","4280025000",2138,9824,2311,14262,"4280025023","42800250"
"강원도 양구군 양구읍","4280025000",2138,9824,2311,14262,"4280025024","42800250"
"강원도 양구군 양구읍","4280025000",2138,9824,2311,14262,"4280025025","42800250"
"강원도 양구군 양구읍","4280025000",2138,9824,2311,14262,"4280025026","42800250"
"강원도 양구군 양구읍","4280025000",2138,9824,2311,14262,"4280025027","42800250"
"강원도 양구군 양구읍","4280025000",2138,9824,2311,14262,"4280025028","42800250"
"강원도 양구군 양구읍","4280025000",2138,9824,2311,14262,"4280025029","42800250"
"강원도 양구군 양구읍","4280025000",2138,9824,2311,14262,"4280025030","42800250"
"강원도 양구군 양구읍","4280025000",2138,9824,2311,14262,"4280025031","42800250"
"강원도 양구군 양구읍","4280025000",2138,9824,2311,14262,"4280025032","42800250"
"강원도 양구군 양구읍","4280025000",2138,9824,2311,14262,"4280025033","42800250"
"강원도 양구군 양구읍","4280025000",2138,9824,2311,14262,"4280025034","42800250"
"강원도 양구군 양구읍","4280025000",2138,9824,2311,14262,"4280025035","42800250"
"강원도 양구군 양구읍","4280025000",2138,9824,2311,14262,"4280025036","42800250"
"강원도 양구군 양구읍","4280025000",2138,9824,2311,14262,"4280025037","42800250"
"강원도 양구군 양구읍","4280025000",2138,9824,2311,14262,"4280025038","42800250"
"강원도 양구군 양구읍","4280025000",2138,9824,2311,14262,"4280025039","42800250"
"강원도 양구군 양구읍","4280025000",2138,9824,2311,14262,"4280025040","42800250"
"강원도 양구군 양구읍","4280025000",2138,9824,2311,14262,"4280025041","42800250"
"강원도 양구군 남면","4280031000",185,2166,1026,3374,"4280031000","42800310"
"강원도 양구군 남면","4280031000",185,2166,1026,3374,"4280031021","42800310"
"강원도 양구군 남면","4280031000",185,2166,1026,3374,"4280031022","42800310"
"강원도 양구군 남면","4280031000",185,2166,1026,3374,"4280031023","42800310"
"강원도 양구군 남면","4280031000",185,2166,1026,3374,"4280031024","42800310"
"강원도 양구군 남면","4280031000",185,2166,1026,3374,"4280031025","42800310"
"강원도 양구군 남면","4280031000",185,2166,1026,3374,"4280031026","42800310"
"강원도 양구군 남면","4280031000",185,2166,1026,3374,"4280031027","42800310"
"강원도 양구군 남면","4280031000",185,2166,1026,3374,"4280031028","42800310"
"강원도 양구군 남면","4280031000",185,2166,1026,3374,"4280031029","42800310"
"강원도 양구군 남면","4280031000",185,2166,1026,3374,"4280031030","42800310"
"강원도 양구군 남면","4280031000",185,2166,1026,3374,"4280031031","42800310"
"강원도 양구군 남면","4280031000",185,2166,1026,3374,"4280031032","42800310"
"강원도 양구군 남면","4280031000",185,2166,1026,3374,"4280031033","42800310"
"강원도 양구군 남면","4280031000",185,2166,1026,3374,"4280031034","42800310"
"강원도 양구군 남면","4280031000",185,2166,1026,3374,"4280031035","42800310"
"강원도 양구군 동면","4280032000",107,1355,573,2035,"4280032000","42800320"
"강원도 양구군 동면","4280032000",107,1355,573,2035,"4280032021","42800320"
"강원도 양구군 동면","4280032000",107,1355,573,2035,"4280032022","42800320"
"강원도 양구군 동면","4280032000",107,1355,573,2035,"4280032023","42800320"
"강원도 양구군 동면","4280032000",107,1355,573,2035,"4280032024","42800320"
"강원도 양구군 동면","4280032000",107,1355,573,2035,"4280032025","42800320"
"강원도 양구군 동면","4280032000",107,1355,573,2035,"4280032026","42800320"
"강원도 양구군 동면","4280032000",107,1355,573,2035,"4280032027","42800320"
"강원도 양구군 동면","4280032000",107,1355,573,2035,"4280032028","42800320"
"강원도 양구군 동면","4280032000",107,1355,573,2035,"4280032029","42800320"
"강원도 양구군 방산면","4280033000",68,898,381,1347,"4280033000","42800330"
"강원도 양구군 방산면","4280033000",68,898,381,1347,"4280033021","42800330"
"강원도 양구군 방산면","4280033000",68,898,381,1347,"4280033022","42800330"
"강원도 양구군 방산면","4280033000",68,898,381,1347,"4280033023","42800330"
"강원도 양구군 방산면","4280033000",68,898,381,1347,"4280033024","42800330"
"강원도 양구군 방산면","4280033000",68,898,381,1347,"4280033025","42800330"
"강원도 양구군 방산면","4280033000",68,898,381,1347,"4280033026","42800330"
"강원도 양구군 방산면","4280033000",68,898,381,1347,"4280033027","42800330"
"강원도 양구군 방산면","4280033000",68,898,381,1347,"4280033028","42800330"
"강원도 양구군 방산면","4280033000",68,898,381,1347,"4280033029","42800330"
"강원도 양구군 해안면","4280034000",73,848,397,1318,"4280034000","42800340"
"강원도 양구군 해안면","4280034000",73,848,397,1318,"4280034021","42800340"
"강원도 양구군 해안면","4280034000",73,848,397,1318,"4280034022","42800340"
"강원도 양구군 해안면","4280034000",73,848,397,1318,"4280034023","42800340"
"강원도 양구군 해안면","4280034000",73,848,397,1318,"4280034024","42800340"
"강원도 양구군 해안면","4280034000",73,848,397,1318,"4280034025","42800340"
"강원도 양구군 해안면","4280034000",73,848,397,1318,"4280034026","42800340"
"강원도 인제군","4281000000",3691,21411,6521,31608,"4281000000","42810000"
"강원도 인제군 인제읍","4281025000",1351,7018,1885,10247,"4281025000","42810250"
"강원도 인제군 인제읍","4281025000",1351,7018,1885,10247,"4281025021","42810250"
"강원도 인제군 인제읍","4281025000",1351,7018,1885,10247,"4281025022","42810250"
"강원도 인제군 인제읍","4281025000",1351,7018,1885,10247,"4281025023","42810250"
"강원도 인제군 인제읍","4281025000",1351,7018,1885,10247,"4281025024","42810250"
"강원도 인제군 인제읍","4281025000",1351,7018,1885,10247,"4281025025","42810250"
"강원도 인제군 인제읍","4281025000",1351,7018,1885,10247,"4281025026","42810250"
"강원도 인제군 인제읍","4281025000",1351,7018,1885,10247,"4281025027","42810250"
"강원도 인제군 인제읍","4281025000",1351,7018,1885,10247,"4281025028","42810250"
"강원도 인제군 인제읍","4281025000",1351,7018,1885,10247,"4281025029","42810250"
"강원도 인제군 인제읍","4281025000",1351,7018,1885,10247,"4281025030","42810250"
"강원도 인제군 인제읍","4281025000",1351,7018,1885,10247,"4281025031","42810250"
"강원도 인제군 남면","4281031000",487,2610,875,3972,"4281031000","42810310"
"강원도 인제군 남면","4281031000",487,2610,875,3972,"4281031021","42810310"
"강원도 인제군 남면","4281031000",487,2610,875,3972,"4281031022","42810310"
"강원도 인제군 남면","4281031000",487,2610,875,3972,"4281031023","42810310"
"강원도 인제군 남면","4281031000",487,2610,875,3972,"4281031024","42810310"
"강원도 인제군 남면","4281031000",487,2610,875,3972,"4281031025","42810310"
"강원도 인제군 남면","4281031000",487,2610,875,3972,"4281031026","42810310"
"강원도 인제군 남면","4281031000",487,2610,875,3972,"4281031027","42810310"
"강원도 인제군 남면","4281031000",487,2610,875,3972,"4281031028","42810310"
"강원도 인제군 남면","4281031000",487,2610,875,3972,"4281031029","42810310"
"강원도 인제군 남면","4281031000",487,2610,875,3972,"4281031030","42810310"
"강원도 인제군 남면","4281031000",487,2610,875,3972,"4281031031","42810310"
"강원도 인제군 남면","4281031000",487,2610,875,3972,"4281031032","42810310"
"강원도 인제군 남면","4281031000",487,2610,875,3972,"4281031033","42810310"
"강원도 인제군 북면","4281032000",930,5599,1698,8223,"4281032000","42810320"
"강원도 인제군 북면","4281032000",930,5599,1698,8223,"4281032021","42810320"
"강원도 인제군 북면","4281032000",930,5599,1698,8223,"4281032022","42810320"
"강원도 인제군 북면","4281032000",930,5599,1698,8223,"4281032023","42810320"
"강원도 인제군 북면","4281032000",930,5599,1698,8223,"4281032024","42810320"
"강원도 인제군 기린면","4281033000",570,3430,1047,5045,"4281033000","42810330"
"강원도 인제군 기린면","4281033000",570,3430,1047,5045,"4281033021","42810330"
"강원도 인제군 기린면","4281033000",570,3430,1047,5045,"4281033022","42810330"
"강원도 인제군 기린면","4281033000",570,3430,1047,5045,"4281033023","42810330"
"강원도 인제군 기린면","4281033000",570,3430,1047,5045,"4281033024","42810330"
"강원도 인제군 기린면","4281033000",570,3430,1047,5045,"4281033025","42810330"
"강원도 인제군 서화면","4281034000",275,1795,520,2590,"4281034000","42810340"
"강원도 인제군 서화면","4281034000",275,1795,520,2590,"4281034021","42810340"
"강원도 인제군 서화면","4281034000",275,1795,520,2590,"4281034022","42810340"
"강원도 인제군 서화면","4281034000",275,1795,520,2590,"4281034023","42810340"
"강원도 인제군 서화면","4281034000",275,1795,520,2590,"4281034024","42810340"
"강원도 인제군 서화면","4281034000",275,1795,520,2590,"4281034025","42810340"
"강원도 인제군 서화면","4281034000",275,1795,520,2590,"4281034026","42810340"
"강원도 인제군 서화면","4281034000",275,1795,520,2590,"4281034027","42810340"
"강원도 인제군 상남면","4281035000",78,959,496,1531,"4281035000","42810350"
"강원도 인제군 상남면","4281035000",78,959,496,1531,"4281035021","42810350"
"강원도 인제군 상남면","4281035000",78,959,496,1531,"4281035022","42810350"
"강원도 인제군 상남면","4281035000",78,959,496,1531,"4281035023","42810350"
"강원도 인제군 상남면","4281035000",78,959,496,1531,"4281035024","42810350"
"강원도 고성군","4282000000",2001,16848,7949,26781,"4282000000","42820000"
"강원도 고성군 간성읍","4282025000",821,4672,1521,7009,"4282025000","42820250"
"강원도 고성군 간성읍","4282025000",821,4672,1521,7009,"4282025021","42820250"
"강원도 고성군 간성읍","4282025000",821,4672,1521,7009,"4282025022","42820250"
"강원도 고성군 간성읍","4282025000",821,4672,1521,7009,"4282025023","42820250"
"강원도 고성군 간성읍","4282025000",821,4672,1521,7009,"4282025024","42820250"
"강원도 고성군 간성읍","4282025000",821,4672,1521,7009,"4282025025","42820250"
"강원도 고성군 간성읍","4282025000",821,4672,1521,7009,"4282025026","42820250"
"강원도 고성군 간성읍","4282025000",821,4672,1521,7009,"4282025027","42820250"
